          0.002        892359.9        32699142
          0.004       829354.82        30390419
          0.006       770798.22        28244703
          0.008       716376.01        26250486
           0.01       665796.28        24397070
          0.012       618787.73        22674515
          0.014       575098.22        21073581
          0.016       534493.41        19585680
          0.018        496755.5        18202833
           0.02       461682.07        16917622
          0.022       429085.01        15723153
          0.024       398789.46        14613020
          0.026       370632.93        13581268
          0.028       344464.39        12622362
           0.03       320143.48        11731160
          0.032       297539.75        10902882
          0.034       276531.95        10133084
          0.036       257007.41       9417637.3
          0.038        238861.4         8752705
           0.04       221996.59       8134720.2
          0.042       206322.52       7560368.3
          0.044       191755.12       7026568.4
          0.046       178216.25       6530457.5
          0.048       165633.29       6069374.5
           0.05       153938.75       5640846.3
          0.052        143069.9       5242574.4
          0.054       132968.45       4872422.4
          0.056       123580.22         4528405
          0.058       114854.83       4208676.9
           0.06       106745.51       3911523.3
          0.062       99208.741       3635350.1
          0.064       92204.107       3378676.2
          0.066       85694.036       3140124.8
          0.068       79643.608       2918416.3
           0.07       74020.371       2712361.5
          0.072       68794.162       2520855.2
          0.074        63936.95       2342870.2
          0.076       59422.681       2177451.8
          0.078       55227.143       2023712.8
           0.08        51327.83       1880828.6
          0.082       47703.828       1748032.7
          0.084       44335.699       1624612.8
          0.086       41205.377         1509907
          0.088       38296.071         1403300
           0.09       35592.177         1304220
          0.092       33079.191       1212135.6
          0.094       30743.635       1126552.7
          0.096        28572.98       1047012.5
          0.098       26555.585       973088.15
            0.1       24680.628       904383.25
          0.102       22938.052       840529.27
          0.104       21318.511        781183.7
          0.106       19813.317       726028.22
          0.108       18414.398       674766.99
           0.11       17114.249       627125.07
          0.112       15905.898        582846.9
          0.114       14782.862       541694.99
          0.116       13739.118       503448.61
          0.118       12769.067       467902.62
           0.12       11867.507       434866.36
          0.122       11029.602       404162.62
          0.124       10250.857       375626.71
          0.126       9527.0949       349105.59
          0.128       8854.4343       324456.99
           0.13       8229.2669        301548.7
          0.132       7648.2395       280257.85
          0.134       7108.2355       260470.24
          0.136       6606.3585       242079.74
          0.138       6139.9165        224987.7
           0.14       5706.4077       209102.44
          0.142       5303.5068       194338.76
          0.144       4929.0526       180617.48
          0.146       4581.0369       167864.98
          0.148       4257.5927       156012.87
           0.15       3956.9854       144997.58
          0.152       3677.6024       134760.03
          0.154       3417.9453       125245.29
          0.156       3176.6212       116402.35
          0.158       2952.3359       108183.76
           0.16       2743.8862       100545.45
          0.162       2550.1541       93446.434
          0.164       2370.1005       86848.648
          0.166       2202.7595       80716.699
          0.168       2047.2337       75017.696
           0.17       1902.6887       69721.072
          0.172       1768.3494       64798.415
          0.174       1643.4951       60223.323
          0.176       1527.4561       55971.255
          0.178         1419.61       52019.404
           0.18       1319.3785       48346.574
          0.182       1226.2237       44933.064
          0.184       1139.6462       41760.565
          0.186       1059.1815        38812.06
          0.188       984.39797       36071.734
           0.19       914.89455       33524.889
          0.192       850.29842       31157.864
          0.194       790.26309       28957.963
          0.196       734.46656       26913.386
          0.198       682.60955       25013.166
            0.2        634.4139       23247.112
          0.202        589.6211       21605.749
          0.204        547.9909       20080.275
          0.206           509.3       18662.507
          0.208       473.34087       17344.841
           0.21       439.92064       16120.208
          0.212       408.86004       14982.041
          0.214       379.99248       13924.234
          0.216       353.16311       12941.113
          0.218       328.22802       12027.406
           0.22       305.05348       11178.211
          0.222       283.51518       10388.973
          0.224       263.49759       9655.4597
          0.226       244.89334       8973.7359
          0.228       227.60265       8340.1453
           0.23       211.53276       7751.2893
          0.232       196.59749       7204.0095
          0.234       182.71672       6695.3704
          0.236       169.81601       6222.6437
          0.238       157.82615       5783.2939
           0.24       146.68283       5374.9644
          0.242       136.32629        4995.465
          0.244       126.70097       4642.7602
          0.246       117.75525       4314.9581
          0.248       109.44114       4010.3005
           0.25       101.71405       3727.1532
          0.252       94.532526       3463.9975
          0.254       87.858057        3219.422
          0.256       81.654838       2992.1147
          0.258       75.889598       2780.8564
           0.26       70.531413        2584.514
          0.262       65.551542       2402.0344
          0.264       60.923275       2232.4387
          0.266       56.621787       2074.8174
          0.268       52.624005       1928.3249
           0.27       48.908487       1792.1755
          0.272       45.455303        1665.639
          0.274       42.245931       1548.0365
          0.276       39.263157       1438.7374
          0.278       36.490982       1337.1553
           0.28       33.914536       1242.7455
          0.282           31.52        1366.809
          0.284         28.4473          1469.4
          0.286         25.6424        1297.425
          0.288         23.2576        1049.225
           0.29         21.4455         819.325
          0.292         19.9803          721.85
          0.294         18.5581          691.75
          0.296         17.2133           644.4
          0.298         15.9805         579.775
            0.3         14.8942         523.325
          0.302         13.8872         501.325
          0.304         12.8889         489.675
          0.306         11.9285          463.35
          0.308         11.0355         422.325
           0.31         10.2392         380.345
          0.312         9.51412         353.515
          0.314         8.82514        331.8675
          0.316         8.18665         303.015
          0.318         7.61308        266.9475
           0.32         7.11886        233.7125
          0.322         6.67823        215.5075
          0.324         6.25683        205.5375
          0.326         5.85608          194.85
          0.328         5.47743        183.4425
           0.33         5.12231        174.4275
          0.332         4.77972         169.605
          0.334         4.44389        163.9025
