          0.002         1000000               0
          0.004         1000000               0
          0.006         1000000               0
          0.008         1000000               0
           0.01         1000000               0
          0.012         1000000               0
          0.014         1000000               0
          0.016         1000000        18651592
          0.018       925393.63        36320051
           0.02        854719.8        33987547
          0.022       789443.44        31391862
          0.024       729152.35        28994414
          0.026       673465.78        26780063
          0.028        622032.1        24734826
           0.03       574526.48        22845786
          0.032       530648.95        21101016
          0.034       490122.42        19489497
          0.036       452690.96        18001052
          0.038       418118.21        16626282
           0.04       386185.83        15356506
          0.042       356692.19        14183704
          0.044       329451.02        13100471
          0.046        304290.3        12099967
          0.048       281051.15        11175872
           0.05       259586.81        10322353
          0.052       239761.74       9534017.5
          0.054       221450.74       8805888.9
          0.056       204538.19       8133368.7
          0.058       188917.27         7512210
           0.06       174489.35       6938490.2
          0.062       161163.31       6408586.3
          0.064          148855         5919152
          0.066        137486.7       5467096.6
          0.068       126986.62       5049565.5
           0.07       117288.44       4663921.8
          0.072       108330.93       4307730.5
          0.074       100057.52         3978742
          0.076        92415.96       3674878.9
          0.078       85358.001       3394222.4
           0.08        78839.07       3135000.1
          0.082       72818.001       2895574.9
          0.084        67256.77       2674435.1
          0.086        62120.26       2470184.1
          0.088       57376.034       2281532.1
           0.09       52994.132       2107287.7
          0.092       48946.883       1946350.7
          0.094       45208.729       1797704.7
          0.096       41756.064         1660411
          0.098       38567.085       1533602.7
            0.1       35621.653         1416479
          0.102       32901.169       1308300.1
          0.104       30388.452       1208383.1
          0.106       28067.636       1116096.9
          0.108       25924.065       1030858.7
           0.11       23944.201       952130.37
          0.112       22115.543       879414.61
          0.114       20426.543       812252.27
          0.116       18866.534       750219.23
          0.118       17425.666       692923.75
           0.12       16094.839       640004.03
          0.122        14865.65       591125.87
          0.124       13730.336       545980.61
          0.126       12681.728       504283.17
          0.128       11713.203       465770.24
           0.13       10818.647        430198.6
          0.132       9992.4088       397343.63
          0.134       9229.2721       366997.84
          0.136       8524.4174       338969.61
          0.138       7873.3936       313081.95
           0.14       7272.0896       289171.36
          0.142       6716.7082       267086.87
          0.144       6203.7421       246689.01
          0.146       5729.9521       227848.96
          0.148       5292.3463       210447.76
           0.15       4888.1611       194375.52
          0.152       4514.8442       179530.74
          0.154       4170.0381       165819.68
          0.156       3851.5655       153155.76
          0.158       3557.4151       141459.01
           0.16       3285.7294       130655.55
          0.162       3034.7929       120677.17
          0.164       2803.0208       111460.86
          0.166       2588.9495       102948.41
          0.168       2391.2271       95086.068
           0.17       2208.6052       87824.189
          0.172       2039.9304       81116.911
          0.174       1884.1375       74921.879
          0.176       1740.2429       69199.972
          0.178       1607.3376       63915.057
           0.18       1484.5826       59033.759
          0.182       1371.2026       54525.253
          0.184       1266.4816        50361.07
